tweet_id,tweet_text,year,relevant
601296936063361024,hycopter drone uses hydrogen gas to fly for hours archive newsline battery drones,2015,1
604093018761658369,can a car really run on water let’s find out toyotamirai,2015,1
575697329702965248,who knows what is about about to happen about to demonstrate his hydrogen powered iot,2015,1
652348066230628352,hydrogen energy,2015,1
644443840594624512,toyota launches mirai fueled by hydrogen japanese car giant toyota launched on monday at the frankfurt auto,2015,1
640402925278334976,auvsi horizon unveils the worlds first hydrogen powered hendurance multi …,2015,1
580783890845040642,chinese scientists have built the world’s first hydrogenpowered tram via,2015,1
589756995219095552,hydrogen energy the daily news is out,2015,1
572868209310765057,say hi to hydrogen at hyundai by motorhappy,2015,1
648713631949975552,hypersolar reaches voltage to produce hydrogen with solar energy,2015,1
586518340228796416,new job opening at hydrogen uk ltd in london salesforce crm business analyst jobs,2015,1
570013168442826753,renault trucks test hydrogenpowered truck renault trucks and the french post office “la poste” are pursuing,2015,1
552500761301876737,toyota offering hydrogen car patents to other car makers isnt this what blew up the hindenburg,2015,1
620549557261324288,key milestone for hydrogen fuelled vans renewable energy focus,2015,1
584787889894006785,yes they will china hydrogen fuel cell res it is imperative that an urgency is created the future is today,2015,1
654702849058717696,back to the futures michael j fox and christopher lloyd are shilling for toyotas hydrogenpowered car,2015,1
655714641562177536,as the diesel emission scandal grows goes hydrogen hydrogen toyotamirai,2015,1
679020862931148805,they make rackmountable hydrogen fuel cells that can work on my rooted phone,2015,1
610775350600146944,hydrogen energy the daily news is out stories via,2015,1
554122715959803904,weekly recap toyota propels hydrogen fuel cells filed under green marketingadvertising via autobloggreen,2015,1
629019899298344960,whether hydrogen and toyota will eclipse tesla,2015,1
651397898425507840,supports extension of cleanenergynow tax incentives legislation hydrogen fuelcellls,2015,1
635645480077144064,uk tech firm integrates hydrogen fuel cell inside iphone for weeklong charge a uk tech company has developed a…,2015,1
600453079784239105,unfictitious reasons in order to application hydrogen on account of cars iosmsehr,2015,1
562978760287592448,report claims hydrogen conversion the key for renewables,2015,1
645170967044616192,germany opens first hydrogen filling station on the autobahn,2015,1
552990867531644928,toyota offers automobile hydrogencell patents free of cost the new indian express,2015,1
641142744606486528,senior funds opportunity elite us firm dubai united arab emirates dubai hydrogen group legal jobs,2015,1
659316767672545280,mercedes unveils autonomous vision tokyo concept the vision tokyo concept is powered by a hydrogenelectric d,2015,1
678010119704158209,lbc why are car companys not using hydrogen the pollution will drop by at least,2015,1
592388560239644672,jeremy need votes for my pitch to rich for funding amap sunderland uni prototype my hydrogen pulse jet rotary engine,2015,1
603920908378513408,r hardware electronics hydrogen gas sensor tgs,2015,1
602177832727416832,why arent we taught about william robert grove inventor of the hydrogen fuelcell,2015,1
641595809918795776,so whats it like running the first domestic hydrogen fuel station,2015,1
626240765635743744,california fuelcell car drivers say hydrogen fuel unavailable stations don’t work updated,2015,1
668723356007424000,is this the hydrogen powered ebike of the future via,2015,1
616726761968005121,autocar bmw’s hydrogen strategy is starting to take shape the company has been working on hydrogenpowered,2015,1
557583020895780864,hydrogen is in the air and the fuel solution for the future fleet europe,2015,1
588421939372302336,hydrogen for california the push for renewables via,2015,1
656954972186259456,what a way to celebrate backtothefutureday with the arrival of stratosfuel ontariocng hydrogen…,2015,1
662262807015104512,fuel cells and hydrogen stakeholder forum on november,2015,1
615682566419533824,doe hydrogen and fuel cell program annual merit review awards,2015,1
555790443511054336,hondas new hydrogenpowered car,2015,1
653912817024765956,boris johnson trials toyota mirai hydrogen car ahead of transport for london order,2015,1
635715683255459841,worlds first hydrogenpowered battery will charge your iphone for days,2015,1
645669042540412928,the hydrogen car has arrived,2015,1
661397407591235584,hydrogen cars japans waterpowered revolution,2015,1
682162864883404800,lexus nextgen ls will boast a more emotional design and a hydrogen drivetrain,2015,1
585918916070879232,pee power could fuel hydrogen cars,2015,1
652077505982111744,watch clean fuel hydrogen production from wind zeroemision hydrogennow mhydrogen fuelcellnow nathfcday,2015,1
676845312934285312,hydrogen fuel cells give drones several hours of flight time,2015,1
644596018995040256,inspec solutions congratulate itm power on the opening of the hydrogen filling station at the amrc at catcliffe,2015,1
668994844178563072,thanks for the follow check out this hot new video from sevenpoint on the power of hydrogen,2015,1
664215027436638209,accidental discovery bubbles with promise for safer hydrogen storage,2015,1
654608750523875328,toyota reunites doc brown and marty mcfly to promote mirai hydrogen fuel cell car adweek,2015,1
568111811192430592,graphene membrane allows mobile fuel cells to harvest hydrogen straight from air,2015,1
558251446861561856,hydrogenpowered toyota mirai – new price info and specs,2015,1
631142371414052864,nist reducing the high costs of hydrogen fuel pipelines,2015,1
594540417128992768,hydrogen fuel cells find a niche despite doubts ldnont see cbc article staysafedrivewise,2015,1
580461837902352385,graphenebased fuel cell membrane could extract hydrogen directly from air via,2015,1
581002225016680448,china develops worlds first hydrogenpowered tram iflscience,2015,1
659807138160779265,introducing the mirai hydrogen car a big step towards sustainable mobility,2015,1
651184034844774400,recharge wrapup public hydrogen fueling in belgium new proterra bus autoblog blog a belgium belgique,2015,1
586557955232792577,thats awesome dudes hydrogen fuel breakthrough could pave the way for clean cars video,2015,1
566325601707888641,clubvdub tesla energy storage mitsubishi concept gcphev japan hydrogen push today’s car news today we cover teslas plan to sel,2015,1
614299200084426752,stanford researchers find a cheaper better way to make hydrogen gas …,2015,1
583647970639228928,alternativefuel plans to build an hho hydrogen generator dry cell for trucks,2015,1
550855874361970688,deuterium is an isotope of hydrogen which contains one proton and one neutron and one electron orbiting the nucleus myfirsttweet,2015,1
595643201760972801,is this a blueprint of our energy future the hydrogen valley within the ruhr metropolis climatechange,2015,1
635889574594547712,could a hydrogenpowered iphone be in the works,2015,1
644502502742827008,hydrogengroup wsjlaw with global opportunities across the legal sector each month find your next role with …,2015,1
556209109780135936,com managers took the only americanmade zero emissions hydrogen fuel cell bus in existence to their outreach event,2015,1
635802747938279424,the worlds first hydrogenpowered battery for mobile is definitely strongerthantherand,2015,1
621196874503057408,project planner pmo bristol city centre hydrogen group bristoljobs jobs bristol,2015,1
579127448039636992,worlds first hydrogenpowered tram rolls off assembly line via,2015,1
620616190055030784,rita cook car review toyota mirai hydrogen fuel cell electric vehicle sets … – washington times,2015,1
625015795647705088,niche recruiter hydrogen group sees quarterly rise in unemployment as a blip,2015,1
586311405130932224,pee power could fuel hydrogen cars,2015,1
585394935353978880,breakthrough in hydrogenpowered cars may spell end for petrol stations,2015,1
605503492841742336,lets bring back the trolley the future is the past hydrogen electric hybrid,2015,1
661426953308602369,honda just made a great case for hydrogenpowered cars,2015,1
625440563144302592,ca fuelcell car drivers say hydrogen fuel unavailable stations dont work updated,2015,1
611240453334151168,june air products rsquo newest prism reg hydrogen generation technology onstream at global tungsten,2015,1
604408623079493632,hydrogenpowered drones the hycopter quadcopter can fly for hours at a time,2015,1
628588969760927744,better miles for each gallon in cooperation with liquid extract else la hydrogen fuse rgqtknsx,2015,1
581258634514067456,project manager at hydrogen group bristol somerset united kingdom todayjobpost jobs,2015,1
643802770894659585,sciencedaily sciencedaily artificial leaf fron solar energy to hydrogen,2015,1
576643914951733248,hydrogen for fuel cell,2015,1
573500874196017152,is there another reason for toyota to make a hydrogen fuel cell car toyota is making a hydrogen fuel cell ve,2015,1
552467369721741312,tax credit for hydrogen fuelcell vehicles expires as congress adjourns,2015,1
555134802416766976,h refuel hprize aims to make fueling hydrogen powered vehicles easier than ever undefined via,2015,1
661932221901635587,honda clarity hydrogen fuel cell sedan first impressions,2015,1
656533010443927552,to inform car manufacturers about the advantages of hydrogen fuel cell technology to innovate transportation fuels caenglish,2015,1
654618774964834304,kyodo culture toyota intensifies hydrogen vehicle marketing with michael j fox new york michael j fox,2015,1
616761168120578048,some of the biggest automakers are taking hydrogen seriously what now via,2015,1
593007768983973888,hydrogen fuelcell cars toyota mirai to be nascar pace car,2015,1
676678928753295360,endgadget intelligent energys hydrogen fuel cells extend your drones range if we want drones to deliver pa,2015,1
580860812157411330,china develops worlds first hydrogenpowered tram,2015,1
659399496061865984,japanese auto makers ramp up battery hydrogen plans,2015,1
652840864373313536,happy national hydrogen fuel cell day and here’s to every day we move towards a more sustainable future,2015,1
638210136268533760,heres how hydrogen could transform battery life on your portable gadgets mindblowingscience a british,2015,1
615411401637666816,iea 🔌 this week in energy we launch our hydrogen technology roadmap plug into our feed recharge your knowledg…,2015,1
580892459896455168,public hydrogen gas station opens in diamond bar more to open in southern california fcv via,2015,1
656791118907088896,mirai bttf campaign may just sell hydrogen cars after all vw needs a space or indianjones rebirth,2015,1
650060187299024896,were smiling about the new fuel cell vehicle worldsmileday fuelcell hydrogen,2015,1
584272801734983680,the worlds first hydrogenpowered tram is now running in china,2015,1
553013536759488512,heres everything toyota will give you if you buy the hydrogenpowered mirai,2015,1
668862602131300352,check out the maritime fuel cell project hydrogen safety training video,2015,1
678244265659604992,thickness dependence and percolation scaling of hydrogen production rate in mos,2015,1
654321542227083264,hydrogen powered bike brings long range without batteries gt,2015,1
598443511676014592,toyota makes nd almost identical pitch for hydrogen fuel cell vehicles as hyundai strange focus at ftcar,2015,1
645926575834161152,hydrogen car news tech drives revolution in motoring world as industry faces period of profound disru carkit,2015,1
663979368692260864,at last a proper green car not a pollution displacement device like electric cars,2015,1
591031178141900801,toyota imagines a hydrogenfueled future with the mirai toyota has a reputation for designing classic family,2015,1
646225810681040900,hydrogen automotivethe last expedient in passage to soprano leadfree gas costs duybayp,2015,1
642390926338355200,this video focused on hydrogen energy has got us eager to try the new mirai gtgt,2015,1
553976380665626624,weekly recap toyota propels hydrogen fuel cells,2015,1
634032650122997762,has audi made the fuel of the future contractor weekly has audi made the fuel of the fu hydrogen vehicle,2015,1
662247660137656321,with hydrogen cars a reality now the guardian looks at the challenge for manufacturers of widescale adoption,2015,1
628361775222648832,check out this hot new video from sevenpoint on the power of hydrogen,2015,1
623462455050514432,qingdao to go green and invest in hydrogen trams investment qingdao china publictransport trains,2015,1
585493066972274688,scientists make cheap hydrogen fuel from corn husk waste,2015,1
585344004591640576,science breakthrough in hydrogenpowered cars may spell end for petrol stations,2015,1
669945593058357249,gm us army extreme testing hydrogen fuel cell colorado,2015,1
559362495748390914,this technology could finally make hydrogen cars affordable  takepart,2015,1
616187427422621696,huulc design of a hydrogenpowered unmanned cargo aircraft,2015,1
652123641228849152,sierra energy wins federal grant to test trashtohydrogen technology,2015,1
662927723778711552,the future is here massmarket hydrogen cars take to britains roads,2015,1
677276545753341952,speeding up the hydrogen highway,2015,1
558773614833451008,read article on oil pricesboom in auto tech any interest in convo with ceo of hydrogen fuel cell co intelligent energy,2015,1
552420262118191104,car news how badly does toyota want to push hydrogen cars its giving away its forbes,2015,1
620509633074057216,rita cook car review toyota mirai hydrogen fuel cell electric vehicle sets … – washington times,2015,1
628355546815463424,how toyota is making sure hydrogen will be ready for mirai,2015,1
552507091685232641,drove the future today with a quick shot of our hydrogen bus silent emissions and smoooooth watchthisspace,2015,1
607689644184961025,the future car hydrogen or electric,2015,1
659232726118174720,hondas new hydrogenpowered vehicle feels more like a real car,2015,1
639298470549958660,thanks for the follow check out this hot new video from sevenpoint on the power of hydrogen,2015,1
639473886703304704,uk tech firm integrates hydrogen fuel cell inside iphone for weeklong charge hyfri,2015,1
552242100243144704,how badly does toyota want to push hydrogen cars its giving away its patents for free japanese carmaker hop,2015,1
605272433210327040,live on periscope about to test drive the hydrogen fuel cell hyundai x,2015,1
635912773130657792,british firm builds experimental iphone with hydrogen fuel cell source appleinsider,2015,1
630554371009441792,hydrogen internal combustion engine italy needs cheapenergy electricity powerstations my ideas can give you renewableenergy,2015,1
592058076250910721,i just uploaded highly stable nano ce–la catalyst for hydrogen production from bioethanol to,2015,1
679422838500143104,virus particles engineered to hold enzymes that generate carbonfree hydrogen fuel,2015,1
636277321385791488,garbage in power out let ont convert landfill gas to hydrogen fuel,2015,1
615469883443294208,hyundai sees green future in hydrogenpowered cars abc news,2015,1
656846868630999040,cobalt atoms on graphene catalyst holds promise for clean inexpensive hydrogen production,2015,1
580766315968880642,chinese scientists have built the world’s first hydrogenpowered tram via love now cars only ho,2015,1
673157059089555456,how establish a hydrogen fuel cell to run your car on water,2015,1
666831423601405952,hydrogen car news ucs welltowheel evs cleaner than pretty much all gas cars there is no mention carkit,2015,1
659446603250536448,hydrogen fuel cell powered iphone dont hold your breath for it,2015,1
659076347059437568,hydrogen powered engine 👀,2015,1
598097346988273664,podcast on science in the movies is on itunes st ep hydrogen as renewableenergy,2015,1
583448365888884737,no gas no electricity no problem hyundai releases the st hydrogen fuel cell vehicle in canada ilovemycar,2015,1
626980857232764929,used teslas ca hydrogen infrastructure fuelcell ferry todays car news,2015,1
657011309968424960,hydrogen fuel cell vs electric cars which will drive us into the future,2015,1
607731613078847488,video are hydrogen powered cars the future,2015,1
602704771946979328,sorry this is the link could this hydrogenpowered drone work via,2015,1
676836487623741440,theverge hydrogen fuel cells promise to keep drones flying for hours,2015,1
558069820680585218,tokyo to get million hydrogen makeover for olympics,2015,1
585465518884261888,be is first new hydrogen engine to be developed in us in more than a decade,2015,1
634569380941180928,latest hydrogen renewable energy news,2015,1
633441435853832192,the clean gren home revolution,2015,1
585897130209992704,scientists use corn husks to produce cheaper hydrogen fuel,2015,1
671656657517158400,hydrogen energy the daily news is out stories via,2015,1
553212262153191424,hydrogen fuel cells have been touted as the next big thing in powering electric lifttruc,2015,1
637361647967936512,electricvehicles are leaving hydrogen in the dust evs greentech,2015,1
572700143440556032,germany is leading the way in hydrogen fuel infrastructure,2015,1
660667648821301248,a new hydrogen age is coming thanks to,2015,1
556339690526482432,hydrogen cars ready for the roads future thinking head squeeze,2015,1
597094307724558337,startup aims to enable use of hydrogen cars on ithaca roads ithaca ny — ithaca may see its first hydrogen,2015,1
672523181945565184,hydrogen use wind to produce power use with water to produce hydrogen for transport efficient no lossesyes,2015,1
568321566469177344,elon musk hydrogen fuel cells are extremely silly are they really see more,2015,1
616533115364843520,bmw finally unveils its hydrogen fuel cell i concept the bmw i already looks like a car …,2015,1
560796393254551552,marketwatch npwz news neah power systems announces formira hydrogenondemand cover feature on automotive industries stockwatch,2015,1
648301119647694848,hydrogen powered olympics for tokyo,2015,1
611914925611610112,rt gilmanhydrogen affordable hydrogen is coming evolve™ prototype is ready for benchmark testing alternativeenergy nanotechnology … …,2015,1
651969304959782913,dirtcheap catalyst may lower fuel costs for hydrogenpowered cars,2015,1
580652023680487424,what is green hydrogen views from interested parties can be submitted to consultation look here,2015,1
552450607622414336,“this could be the dawn of the age of hydrogen…” dr michio kaku … see more,2015,1
660346343748149248,sas hydrogen powered drone prototype flies high uav,2015,1
552486702447882240,airgas plans to build liquid hydrogen plant in calvert city,2015,1
614728718142062592,stanford researchers find a cheaper better way to make hydrogen gas,2015,1
552231119072923650,rt dr mikio kaku says the hydrogen fuel cell mirai will be environmental game changer ces,2015,1
629698985414950912,hydrogen power could actually make sf commutes suck less,2015,1
678927468812570624,audihydrogen car – audi hydrogen fuel cell suv concept expected at detroit auto show  audi’s parent… autos,2015,1
590935686498385920,verge toyota is working with morgan spurlock to make people like hydrogen cars,2015,1
657221124300763136,hydrogen fuel cell car went back to future for toyota at glitzy hollywood debut mfg automotive,2015,1
618147806230884352,bmw showed two prototype hydrogen prototype hydrogen car based on the bmw series gran turismo german car g,2015,1
636826837520400384,pros and cons of hydrogen fuel cell vehicles,2015,1
577579585577099264,say hi to hydrogen at hyundai by motorhappy,2015,1
616897788236988416,toyota mirai to hit km on one tank the new toyota mirai hydrogen fuel cell vehicle has achieved an,2015,1
636311227870810113,future apple iphones can last a week on a single charge thanks to hydrogen fuel cells apple is reportedly working…,2015,1
609020867155103744,alternativefuel pure hydrogen hho generator kit fuel cell browns gas,2015,1
591619395811733505,toyota makes noise with mirai hydrogen fuel cell vehicle auto news,2015,1
636082827554103296,apple daily tim cook saves apple stock possibly us stock market iphones with hydrogen fuel cells,2015,1
592686985061478402,nascar sungod thank you nascars first hydrogenpowered pace car hits the track,2015,1
651113381919780864,back to the future – driving the toyota mirai hydrogen fuel cell vehicle,2015,1
674272250443509760,the toyotamirai can run on hydrogen made from all kinds of things weve been experimenting fueledbyeverything,2015,1
621735491776286720,first hydrogen station with two types of refuelling technology latest move by the bmw group and munich,2015,1
610479156707504128,report fuelcell bmw by autoweek,2015,1
672094437229498369,cars news mercedesbenz working on hydrogen fuelcell glcclass for tt,2015,1
600769204220989441,hydrogenpowered hycopter quadcopter could fly for hours at a time,2015,1
591346781927018497,toyotanews toyota mirai takes to the track the toyota mirai will be the first hydrogen fuel cell vehi,2015,1
555785568240812032,check out this weeks newsletter for the hottest hybrid electric and hydrogen cars from the detroit auto show,2015,1
680042868212367363,reviving a canadian fossil fuel industry with hydrogen research don pittis,2015,1
607695551044317185,the future car hydrogen or electric,2015,1
614114537428533248,invention may make hydrogen a real green contender don pittis,2015,1
596048499847745536,toyotas hydrogen car to sell on just eight lots come october toyotas new hydrogenpowered fuel cell vehicle,2015,1
557563687087525890,tokyo to get million hydrogen makeover for olympics via tokyo olympics,2015,1
656874353200668672,october st sadly we dont have flying car or hover boards but we do have internet and hydrogen cars,2015,1
590471360213815296,toshiba may have found a way around the dirty side of hydrogen fuel,2015,1
552481096063922176,bbc news ces toyota opens up hydrogen patents,2015,1
570473214683561984,hydrogen highways are becoming realities in california science tech,2015,1
573519043375816704,chrissy sells apd air products presents paper displays hydrogen fueling,2015,1
643418369568342017,japan’s olympic hydrogen push faces challenges  questions,2015,1
654415597145563136,toyota reunites doc brown and marty mcfly to promote its new hydrogen fuel cell car,2015,1
591587928146489345,alternativefuel pure hydrogen hho generator kit fuel cell browns gas,2015,1
572392882197405696,over a year ago we fitted our new hr hydrogen cell to daves cherokee running lpg dave reports hes been,2015,1
624684144472236032,mystery beach blast in rhode island blamed on hydrogen gas,2015,1
580033332932554752,since when does austin have hydrogen fuel cell buses,2015,1
625772541190078464,plug power acquires full control of ‘hypulsion’ hydrogen and fuel cell business in europe materialhandling,2015,1
676837021906677760,hydrogen fuel cells promise to keep drones flying for hours,2015,1
677314138293460992,speeding up the hydrogen highway,2015,1
609010712732553217,bmw to return to le mans with radical hydrogen fuel cell racer motor authority,2015,1
571037294167109632,nanoflowcell quantino water fuel cell car stuff so is the nanoflowcell quantino a hydrogen fuel cell car or,2015,1
609383662270967808,bmw to return to le mans with radical hydrogen fuel cell racer,2015,1
652099213094858752,getting closer to hydrogenpowered cars business standard getting closer to hydrogenpowered carsbusiness s,2015,1
1285863888710402049,free download in this report we explore the benefits and costs of fuel cell electric buses along with hydrogen fuelling infrastructure options for fuelcell bus fleets in the uk,2020,1
1315679887819243520,toyota mirai doll mobile means his holiness now uses hydrogen,2020,1
1313938434503970817,the new drive to support the greater use of hydrogen in our energy systems in the us makes little sense more energy is used to create the hydrogen than the resultant hydrogen contains it could take considerable time to solve that one if at all,2020,1
1331243696478679040,warrington north mp charlotte nichols calls for support for hydrogen sector in upcoming spending review,2020,1
1272903070305996805,korea ministry of trade industry and energy announces establishment of a krw billion hydrogen economy development fund hydrogen renewables decarbonise,2020,1
1283299269022117888,hyperions hydrogenpowered supercar launches in august,2020,1
1245416159920287745,hydrogen power and carwashing drones patents show where carmakers’ thoughts are going,2020,1
1282743605103341568,government considering hydrogenpowered cars hyundai nexo to get the green light,2020,1
1250353636565118976,a solarpower europe report sees europe achieving carbonneutrality before with solar power shares of above and largescale hydrogen use,2020,1
1311614023427858432,shell backs hydrogen and fuel cells in future fuels debate via,2020,1
1296794195806564357,preparation of bushlike runioni foam catalyst and its performance in hydrogen production from sodium borohydride alcoholysis,2020,1
1285968141051453442,will the hydrogen revolution start in a garbage dump futurism via,2020,1
1226770878987427841,bill gates orders £m hydrogenpowered superyacht,2020,1
1333504886437244929,hollow nise nanocrystals heterogenized with carbon nanotubes for efficient electrocatalytic methanol upgrading to boost hydrogen co‐production,2020,1
1280541555795922945,during a hybrid plenary session of members incl proposed economic recovery solutions in debate with european commissioners putting the greendeal at the centre of the recovery hydrogen energy more info,2020,1
1220457129842180096,interesting update on hydrogen fuel technologies,2020,1
1338914886282326023,the future to fly,2020,1
1307028651553304584,we have the power to avert the next global crisis climatechange its time for governments to invest in our longterm economic wellbeing radically reset our energy system with hydrogen and other cleantech solutions time to be a climatechampion,2020,1
1319556772986818561,hydrogen fuel is making advances in haulage heavy industrial hydrogen hydrogenfuel hydrogenengine hydrogentrain hydroflex hydrogentrain hydrogenhaulage dolphinn airquality,2020,1
1309100972296241153,plug bep plug power to source renewable energy from brookfield renewable to fully power one of north americas first green hydrogen production facilities plug plug power signs mou with linde for the demonstration of fuel cellpowered onroad vehicles,2020,1
1338456172500832256,recently commissioning its first hydrogenpowered double decker bus aberdeen continues to tackle climatechange and drive low carbon strategy coleader cllr laing discusses the citys approach to achieving netzero with real asset media,2020,1
1336390095012769793,scotland says that by the end of it will generate enough energy from wind to satisfy of its electricity needs hydrogen to power heating and stoves will be generated using this renewable energy meaning there would be no emissions,2020,1
1313156685930823681,scoop spain sets a billion goal for green hydrogen and lays out a plan that puts it on par with germany and france more details before expected release tomorrow via hydrogen climatechange eugreendeal 👇,2020,1
1296345254896054272,hosted by mfrazz hyperion comes clean with the xp hydrogen fuel cell hypercar,2020,1
1222193911965343745,bmw hydrogen vp says fcevs could be as cheap as ice by,2020,1
1330633453725999106,this flying car is powered by hydrogen,2020,1
1302294096405463042,us utilities are increasingly exploring the use of green hydrogen made from wind and solar energy to cut emissions scaling renewable energy will help the environment and businesses fornature cleanenergy greenenergy climateaction,2020,1
1319740770803474433,icymi energysource innovation stream hosted benny oeyen of to discuss their comprehensive approach to supporting the development of a global hydrogen economy read the recap and watch the webcast,2020,1
1301427524824641536,new study analyses the role of hydrogen in the necps and identifies and highlights opportunities for hydrogen technologies to contribute to effective and efficient achievement of the climate and energy targets of the eu and its member states,2020,1
1314698759150989318,hcch well well well did anybody watch mad money tonight cramer called green hydrogen the wave of the future wait till this little beast gets unleashed,2020,1
1335816190913114114,were thrilled to announce the wa gov is committing m in funding for nera to support the aus energyresources sector among other initiatives the funding will enable the establishment of wa hydrogen clusters our regenerate supply chain program sica,2020,1
1303656638688243714,check out this exclusive study by dii desert energy to find out how the strategy can foster economic development boost export create futureoriented jobs in a hightech sector and support social stability download the paper energy utilities power,2020,1
1316073801541615618,the latest the energy engineers daily thanks to hydrogen,2020,1
1311395583316373505,nikola sticks to gotomarket plan for battery hydrogen trucks in wake of fraud allegations,2020,1
1321873067426172930,hydrogen and ammonia creating a market for new green marine fuels,2020,1
1316060973787164677,thank you for having us today to discuss green mobility solutions to read up on the complementarity of battery hydrogen solutions check esm,2020,1
1308311067051917312,the electrical vehicle industry may include some dubious characters however the fact remains that zero carbon targets demand electric hydrogen transport solutions and soon,2020,1
1255225130072113155,“it is the first time that hydrogen has been used to heat steel in an existing production environmentwe know that hydrogen can be used simply flexibly with no impact on steel quality which would mean a very large reduction in the carbon footprint”,2020,1
1287855378642931715,global support builds for hydrogen,2020,1
1226657738790449153,hydrogen powered superyacht ⁦ 😎,2020,1
